NAME,neighbourhood_group,lat,long,cancellation_policy,room type,price,service fee,number of reviews,review rate number
PRIME WILLIAMSBURG- Spacious 4BR Bohemian Oasis,Brooklyn,40.71353,-73.9578,flexible,Entire home/apt,497.0,99.0,9,5.0
Central Park Apartments Two Bedroom Monthly Rentals,Manhattan,40.76758,-73.96694,flexible,Entire home/apt,474.0,95.0,1,5.0
Great  2br East Village Apartment,Manhattan,40.72404,-73.98838,moderate,Entire home/apt,332.0,66.0,2,4.0
独栋别墅一房一厅独立套房private  entrance twobeds garden suite,Queens,40.7338,-73.77937,flexible,Entire home/apt,732.0,146.0,69,3.0
Lovely 2 bedrooms in Brooklyn is ready for you.,Brooklyn,40.64533,-73.90926,strict,Entire home/apt,286.0,57.0,1,5.0
Deluxe Double Room with 2 beds SHARED BATHROOM,Manhattan,40.73412,-73.98529,flexible,Private room,709.0,142.0,2,5.0
Backyard Oasis 3BR in South Harlem,Manhattan,40.80092,-73.95885,moderate,Entire home/apt,122.0,24.0,2,3.0
Private Bath/Master Bedroom Astoria -Shared Living,Queens,40.76912,-73.91336,strict,Private room,518.0,104.0,2,4.0
Modern private room in Bushwick house w/ backyard,Brooklyn,40.68674,-73.90946,strict,Private room,80.0,16.0,4,4.0
Penthouse Room near Manhattan Bridge in DUMBO,Brooklyn,40.69717,-73.9847,flexible,Private room,977.0,195.0,33,5.0
Central  Times Square w prvte bath,Manhattan,40.75863,-73.98472,moderate,Private room,403.0,81.0,163,3.0
St. James Pl Garden Studio 1block to PRATT &Gtrain,Brooklyn,40.68634,-73.96161,strict,Entire home/apt,458.0,92.0,58,1.0
Nice room near everything in NYC,Brooklyn,40.60016,-73.95393,strict,Private room,99.0,20.0,22,2.0
Sunny Artist's Bedroom in Bushwick.,Brooklyn,40.69943,-73.92192,moderate,Private room,138.0,28.0,16,2.0
Great location in midtown east!!!!,Manhattan,40.76011,-73.97051,strict,Entire home/apt,465.0,93.0,28,5.0
1910 Town House in leafy Kensington,Brooklyn,40.64638,-73.97723,strict,Entire home/apt,689.0,138.0,2,4.0
"The Sailors Perch Room in Private Home, Near Metro",Bronx,40.88068,-73.90012,strict,Private room,352.0,70.0,55,4.0
NYC★GREATVALUE★STEPSFROMTRAIN★QUEENtempurpedicBED,Staten Island,40.58415,-74.10503,strict,Entire home/apt,953.0,191.0,14,5.0
"STEPS TO LGA, Citifield near manhattan+TV(RM 3)",Queens,40.76909,-73.87155,flexible,Private room,245.0,49.0,371,2.0
"Comfy 2BR + Outdoor patio/ Subway 2,3",Brooklyn,40.67702,-73.96445,strict,Entire home/apt,51.0,10.0,12,5.0
Bright 1b on quiet Williamsburg street,Brooklyn,40.71177,-73.96464,moderate,Entire home/apt,754.0,151.0,4,3.0
Brownstone apartment in Bed-Stuy,Brooklyn,40.68953,-73.93187,flexible,Private room,640.0,128.0,1,5.0
Private room 1 block from train,Brooklyn,40.707,-73.92204,strict,Private room,632.0,126.0,2,4.0
Private Room in Cozy NYC Apartment,Queens,40.76257,-73.91803,strict,Private room,954.0,191.0,1,2.0
Cozy two bedroom apt (side entrance),Queens,40.69906,-73.75493,moderate,Entire home/apt,617.0,123.0,27,4.0
Private Bedroom with Great location  in Manhattan!,Manhattan,40.80029,-73.93807,strict,Private room,463.0,93.0,23,4.0
Amazing HK one bedroom apartment,Manhattan,40.76571,-73.99482,flexible,Entire home/apt,221.0,44.0,12,1.0
Great Upper East Side Location!,Manhattan,40.764,-73.9587,moderate,Entire home/apt,949.0,190.0,11,4.0
One bed near All transportation step from Park,Manhattan,40.77746,-73.95043,flexible,Entire home/apt,318.0,64.0,2,2.0
3 Beds (Full & Twin x 2) and Private Kitchen,Manhattan,40.73385,-73.98593,moderate,Private room,656.0,131.0,19,3.0
Sunny and Spacious West Village Gem,Manhattan,40.73123,-74.00523,strict,Entire home/apt,169.0,34.0,3,4.0
Cozy Brooklyn One Bedroom,Brooklyn,40.64875,-73.96978,moderate,Entire home/apt,226.0,45.0,2,3.0
2 bedroom apt near Times Square & Central Park,Manhattan,40.76187,-73.9855,moderate,Entire home/apt,635.0,127.0,8,3.0
Beautiful Lower East Side 1 Bedroom Loft,Manhattan,40.71558,-73.99136,strict,Entire home/apt,438.0,88.0,76,2.0
Luxury Duplex Loft w. Private Roof & Amazing Views,Brooklyn,40.6745,-73.99582,moderate,Entire home/apt,382.0,76.0,30,4.0
"Spacious Luxury Condo-1 bedroom, NYC",Manhattan,40.80177,-73.9571,strict,Entire home/apt,267.0,53.0,9,2.0
DNTWN BK / Boerum Hill Sky Loft,Brooklyn,40.68927,-73.98423,moderate,Entire home/apt,657.0,131.0,2,5.0
Great room with Bathroom in Brooklyn! Near train!!,Brooklyn,40.67735,-73.91081,strict,Private room,488.0,98.0,12,5.0
"Spacious 2BR garden apt in BedStuy, 1 block to J",Brooklyn,40.69216,-73.92933,flexible,Entire home/apt,894.0,179.0,5,2.0
Private Room in Hell's Kitchen NYC,Manhattan,40.75511,-73.99247,strict,Private room,949.0,190.0,188,5.0
Glorious Mornings Townhouse,Staten Island,40.62726,-74.1588,strict,Entire home/apt,71.0,14.0,16,1.0
Charming Alcove Studio in heart of West Village,Manhattan,40.73555,-74.00737,strict,Private room,360.0,72.0,3,4.0
Luxury Historic Brooklyn Apt in Bed Stuy - Legal,Brooklyn,40.68069,-73.91045,flexible,Entire home/apt,258.0,52.0,27,4.0
Bushwick 2 bdrm near JMZ train stop,Brooklyn,40.69813,-73.93433,flexible,Entire home/apt,627.0,125.0,50,3.0
The Baltic - A One Bedroom Apartment,Brooklyn,40.68192,-73.98176,moderate,Entire home/apt,825.0,165.0,7,3.0
Private Bed and Bath for Two!,Brooklyn,40.6367,-74.01516,flexible,Private room,343.0,69.0,4,4.0
2MinToTrainsNiceRMaimonidesLutheranIndustryCity,Brooklyn,40.65607,-74.00306,moderate,Private room,687.0,137.0,25,2.0
Your Private Place in a Cozy Casa,Brooklyn,40.673,-73.95043,flexible,Private room,151.0,30.0,8,4.0
Stylish NYC Art Loft #2,Manhattan,40.79244,-73.94028,strict,Private room,419.0,84.0,18,4.0
"Large one bedroom apt., very bright, huge balcony.",Manhattan,40.79155,-73.97315,strict,Entire home/apt,572.0,114.0,9,4.0
"Chic, Bohemian 3BD/2BA + Roof deck in Williamsburg",Brooklyn,40.70907,-73.95637,moderate,Entire home/apt,589.0,118.0,30,3.0
Wash Heights Corner Apt,Manhattan,40.8411,-73.93751,moderate,Private room,471.0,94.0,5,2.0
Private bedroom in large apartment in East Harlem,Manhattan,40.7906,-73.94594,strict,Private room,200.0,40.0,2,4.0
3BR Loft near Times Square! Best Location!,Manhattan,40.75634,-73.99332,strict,Entire home/apt,898.0,180.0,1,5.0
Cozy Contemporary room near JFK (The Blue room),Queens,40.6841,-73.78203,strict,Private room,801.0,160.0,7,3.0
Super Comfy Convenient Room in Hip Brooklyn!!!!!,Brooklyn,40.69165,-73.94345,moderate,Private room,265.0,53.0,244,1.0
Luxurious Harlem 1 Bdrm Steps from Subway,Manhattan,40.81581,-73.94142,strict,Entire home/apt,945.0,189.0,22,5.0
HouseOfGrace,Manhattan,40.72307,-73.98437,strict,Private room,484.0,97.0,12,2.0
Cute Studio Greenwich Village NYC,Manhattan,40.73132,-73.99979,strict,Entire home/apt,779.0,156.0,17,3.0
"Bright 2BR, terrace, best Bklyn Heights location!",Brooklyn,40.69387,-73.99412,flexible,Entire home/apt,233.0,47.0,6,3.0
Twice As Better Home Inn,Queens,40.66292,-73.76711,moderate,Entire home/apt,717.0,143.0,40,2.0
Great Room in Brooklyn,Brooklyn,40.64449,-73.97843,flexible,Private room,873.0,175.0,2,5.0
Bright Studio in the Heart of TriBeCa!,Manhattan,40.71664,-74.01164,strict,Entire home/apt,839.0,168.0,5,2.0
Cozy 1 bedroom in a 3 bedroom loft,Brooklyn,40.69209,-73.96126,flexible,Private room,528.0,106.0,1,3.0
Magnificent place in a heart of Midtown,Manhattan,40.75916,-73.98532,flexible,Entire home/apt,693.0,139.0,5,5.0
Cheap Family home with desk 10 mn to JFK+Mall,Queens,40.65292,-73.73652,moderate,Private room,955.0,191.0,70,3.0
♕ Downtown Manhattan I Private Bedroom♕,Manhattan,40.71363,-73.9909,flexible,Private room,420.0,84.0,58,3.0
Beautiful Lower East Side Loft,Manhattan,40.7147,-73.98994,moderate,Entire home/apt,343.0,69.0,5,2.0
Eclectic Charm in the East Village,Manhattan,40.72552,-73.97879,strict,Entire home/apt,542.0,108.0,13,5.0
1 Bedroom near Williamsburg,Brooklyn,40.70145,-73.93798,strict,Private room,297.0,59.0,1,3.0
"Brand New, Boutique Brooklyn Condo",Brooklyn,40.69594,-73.98375,strict,Entire home/apt,597.0,119.0,64,3.0
1-Bedroom Cozy & Convenient Brooklyn Escape,Brooklyn,40.643867,-74.012482,flexible,Private room,366.0,73.0,10,3.0
Beautiful Apartment on Columbus Square,Manhattan,40.79618,-73.968,flexible,Entire home/apt,361.0,72.0,1,3.0
Harlem cosy renovated unit for two,Manhattan,40.81618,-73.94517,strict,Entire home/apt,650.0,130.0,23,2.0
Close to everything - Jr 1 bedroom,Manhattan,40.70781,-74.00701,flexible,Entire home/apt,140.0,28.0,6,1.0
Beach Bungalow 3,Queens,40.58979,-73.8111,flexible,Entire home/apt,308.0,62.0,79,2.0
Beautiful Large Studio in the heart of Park Slope,Brooklyn,40.67117,-73.97836,flexible,Entire home/apt,734.0,147.0,1,2.0
Teddy's Studios at 175,Bronx,40.85658,-73.79095,moderate,Entire home/apt,930.0,186.0,27,2.0
Spacious duplex in Bed Stuy,Brooklyn,40.69616,-73.94737,flexible,Private room,371.0,74.0,2,2.0
Studio apartment -PRIVATE,Brooklyn,40.70803,-73.94255,flexible,Entire home/apt,940.0,188.0,3,2.0
Private Room in the West Village,Manhattan,40.73436,-73.99994,flexible,Private room,534.0,107.0,1,4.0
North Williamsburg whole apt - Off the BEDFORD L,Brooklyn,40.71813,-73.95981,moderate,Entire home/apt,972.0,194.0,51,1.0
Room in private Victorian house,Queens,40.69474,-73.83038,flexible,Private room,629.0,126.0,7,4.0
Peaceful Private Room in Huge Brooklyn Apartment,Brooklyn,40.67058,-73.93526,flexible,Private room,260.0,52.0,1,2.0
The Lover´s Apartment in Midtown Manhattan,Manhattan,40.74779,-73.98859,strict,Entire home/apt,603.0,121.0,9,5.0
Hudson COLUMBIA PRESBYTERIAN MED CTR * Studio Apt*,Manhattan,40.84077,-73.93924,flexible,Entire home/apt,621.0,124.0,6,1.0
"Convenient Small Room, a Cozy Stay in Brooklyn. #4",Brooklyn,40.64636,-73.90395,flexible,Private room,706.0,141.0,9,3.0
"2BR PRIVATE Rooftop , Balcony Queens Center",Queens,40.73564,-73.87221,strict,Entire home/apt,862.0,172.0,141,2.0
Adorable One-Bed in Williamsburg!,Brooklyn,40.71687,-73.94656,strict,Entire home/apt,388.0,78.0,66,2.0
Charming brownstone in the heart of Brooklyn!,Brooklyn,40.6898,-73.96731,moderate,Entire home/apt,845.0,169.0,1,5.0
NYC Home across from Ferry Point Golf Course,Bronx,40.81193,-73.8277,strict,Entire home/apt,387.0,77.0,19,5.0
The Kimono Suite,Manhattan,40.80717,-73.95065,flexible,Private room,619.0,124.0,19,5.0
Stylish 2 bedrooms steps away from Times Square,Manhattan,40.76462,-73.99285,moderate,Entire home/apt,773.0,155.0,38,4.0
Incredible studio rental in Manhattan 😍,Manhattan,40.79755,-73.93353,flexible,Entire home/apt,441.0,88.0,1,5.0
Charming Private Flat,Brooklyn,40.61567,-73.95488,strict,Entire home/apt,261.0,52.0,75,5.0
Cozy 2bdrm apartment in the heart of Manhattan!,Manhattan,40.74958,-73.99734,strict,Entire home/apt,765.0,153.0,4,2.0
"Huge Yellow Room- AC, 20 Min to Manhattan",Brooklyn,40.69891,-73.93072,strict,Private room,237.0,47.0,158,2.0
"Large Private Room, great location!",Manhattan,40.75531,-73.97147,strict,Private room,148.0,30.0,13,5.0
"Luxury Building 15 mins from LES
Manhattan",Brooklyn,40.70026,-73.93582,flexible,Entire home/apt,50.0,10.0,3,3.0
Private BR + your own bath in duplex with backyard,Manhattan,40.73034,-73.98399,moderate,Private room,541.0,108.0,39,4.0
GREENWICH VILLAGE ROOM WITH PR.BATH (DM 4 monthly),Manhattan,40.72802,-73.99644,moderate,Private room,123.0,25.0,1,5.0
"Charming, Sunny Downtown Studio",Manhattan,40.71759,-73.9922,moderate,Entire home/apt,307.0,61.0,23,2.0
"Huge room in beautiful park slope, by barclay ctr",Brooklyn,40.68176,-73.97891,strict,Private room,536.0,107.0,2,3.0
Cozy Shared Room In Hell’s Kitchen Manhattan,Manhattan,40.76306,-73.98867,moderate,Shared room,838.0,168.0,14,4.0
"Large room 20min time square, fast WiFi, AC, Desk",Manhattan,40.82244,-73.95262,strict,Private room,109.0,22.0,28,3.0
Charming loft-style apartment with private balcony,Manhattan,40.73449,-73.99299,strict,Entire home/apt,750.0,150.0,29,3.0
"BRIGHT! Huge,Beautiful&Quiet Fort Greene (BK) Apt",Brooklyn,40.69178,-73.97345,strict,Entire home/apt,456.0,91.0,5,5.0
"Cozy Park Slope Apt, Next to BBG",Brooklyn,40.67329,-73.96291,moderate,Entire home/apt,664.0,133.0,66,2.0
East Vlg 2 bdrm Private Apt - 1 Block to Union Sq,Manhattan,40.73125,-73.98675,moderate,Entire home/apt,769.0,154.0,2,5.0
Large and Quiet Private Bedroom,Manhattan,40.72879,-73.98575,strict,Private room,494.0,99.0,2,3.0
Beautiful stylish one bedroom home with balcony.,Brooklyn,40.71666,-73.94552,flexible,Entire home/apt,908.0,182.0,60,1.0
"Newly Renovated; 2BR, 1BA, Kitchen + Living Rm",Brooklyn,40.69487,-73.93665,moderate,Entire home/apt,644.0,129.0,107,5.0
Sunny Bedroom In The Heart of Bushwick,Brooklyn,40.70076,-73.92878,strict,Private room,893.0,179.0,13,1.0
Mellow One Bedroom in Chelsea,Manhattan,40.74934,-74.00274,moderate,Entire home/apt,386.0,77.0,8,5.0
Spacious Sunny Studio in LES,Manhattan,40.72134,-73.99104,flexible,Entire home/apt,305.0,61.0,25,3.0
Nolita One Bedroom with View,Manhattan,40.71843,-73.99817,flexible,Entire home/apt,844.0,169.0,5,4.0
Regina's Dainty One bedroom Apartment close to All,Queens,40.69765,-73.8114,flexible,Entire home/apt,418.0,84.0,14,2.0
"Brooklyn Apartment, Prospect Park your backyard",Brooklyn,40.65868,-73.96217,strict,Entire home/apt,985.0,197.0,9,3.0
4 Bedroom Gourmet Apt | Front & Wall Street,Manhattan,40.704903,-74.006416,strict,Entire home/apt,664.0,133.0,45,3.0
Spacious and bright Private Room,Manhattan,40.80912,-73.95962,moderate,Private room,974.0,195.0,19,2.0
Your new happy place in Greenpoint/Williamsburg,Brooklyn,40.72358,-73.95426,strict,Entire home/apt,292.0,58.0,22,3.0
Hippie 1 Bedroom in Chinatown,Manhattan,40.71532,-73.99903,moderate,Entire home/apt,528.0,106.0,2,3.0
"Private Bedroom. Near Subway. Bushwick, Brooklyn",Brooklyn,40.69966,-73.92295,flexible,Private room,515.0,103.0,65,5.0
"Spacious Manhattan Duplex apt,  2 BRs, 3 Baths",Manhattan,40.79783,-73.94027,strict,Entire home/apt,125.0,25.0,6,4.0
"Cozy 2 bedroom apt, minutes from SI Ferry. Pets ✅",Staten Island,40.63099,-74.0812,moderate,Entire home/apt,680.0,136.0,15,2.0
Cozy 1 Bedroom Upper East Side on Lex Ave +W/D,Manhattan,40.78119,-73.95532,strict,Entire home/apt,861.0,172.0,4,5.0
LES is more,Manhattan,40.71701,-73.98874,strict,Entire home/apt,638.0,128.0,14,4.0
Studio apt. w/ lofted queen bed in East Village,Manhattan,40.72899,-73.98334,flexible,Entire home/apt,625.0,125.0,6,4.0
Amazing huge sunny room in the historical building,Brooklyn,40.60407,-73.95302,moderate,Private room,261.0,52.0,13,2.0
Bright room located in the middle of Manhattan!,Manhattan,40.74107,-73.988,flexible,Private room,986.0,197.0,14,2.0
Sun-Filled Artist Loft in Private Townhouse,Manhattan,40.73865,-74.00662,moderate,Entire home/apt,214.0,43.0,15,2.0
Large luxury private room in Williamsburg!,Brooklyn,40.71341,-73.94824,flexible,Private room,199.0,40.0,230,4.0
Lovely West Harlem Apartment,Manhattan,40.83549,-73.94729,moderate,Entire home/apt,175.0,35.0,8,4.0
Amazing Studio in Brooklyn Heights,Brooklyn,40.69218,-73.99124,moderate,Entire home/apt,593.0,119.0,1,1.0
Private room in bright and spacious loft,Manhattan,40.72264,-73.98447,moderate,Private room,313.0,63.0,44,4.0
Cozy room in Beautiful Williamsburg Appartment,Brooklyn,40.71449,-73.95905,strict,Private room,699.0,140.0,2,1.0
UNTITLED at Freeman-Charming Studio 715,Manhattan,40.72254,-73.99162,strict,Entire home/apt,198.0,40.0,15,5.0
MidCentury Triplex near Times Square/Hells Kitchen,Manhattan,40.7592,-73.98894,strict,Entire home/apt,278.0,56.0,3,2.0
Library BnB by the Park  - Upper West Side,Manhattan,40.80294,-73.96007,moderate,Private room,525.0,105.0,62,1.0
Little Italy Basic space.,Manhattan,40.71705,-73.99818,moderate,Shared room,548.0,110.0,20,3.0
Modern apartment - 5mins walk to Grand Central,Manhattan,40.75205,-73.97076,flexible,Private room,377.0,75.0,1,5.0
1 bedroom in shared apartment.,Manhattan,40.82606,-73.95106,moderate,Entire home/apt,653.0,131.0,3,3.0
🪴XL dojo 🌾 shared green yogi palace apt 🌿,Manhattan,40.72147,-73.9827,moderate,Private room,64.0,13.0,4,4.0
River View Apartment in the Bronx,Bronx,40.86605,-73.90694,strict,Entire home/apt,731.0,146.0,3,4.0
The ASTORIAN'S ArtPad,Queens,40.77751,-73.90902,strict,Private room,748.0,150.0,31,4.0
LARGE MANHATTAN ONE BEDROOM,Manhattan,40.85845,-73.92861,flexible,Entire home/apt,175.0,35.0,6,1.0
"Sunny 2bdrm Apt. near Bryant Park, Apt 2B",Manhattan,40.74927,-73.98303,strict,Entire home/apt,524.0,105.0,4,4.0
Beautiful Studio in the heart of Midtown,Manhattan,40.76365,-73.96187,strict,Entire home/apt,602.0,120.0,7,4.0
SUPERB-2BR*1minTrain*5mns to Manh*15ms Mdtwn!.....,Brooklyn,40.71623,-73.95234,flexible,Entire home/apt,755.0,151.0,2,5.0
Brand NEW Room in Luxury  Apartment,Brooklyn,40.68851,-73.94214,moderate,Private room,397.0,79.0,1,5.0
"Styled, Spacious Ft Greene Studio",Brooklyn,40.68672,-73.97555,flexible,Entire home/apt,374.0,75.0,7,4.0
Master w/ private bath and sleeping loft. 2 beds,Manhattan,40.78913,-73.97021,flexible,Private room,356.0,71.0,7,5.0
Luxury Townhouse in Brownstone Brooklyn,Brooklyn,40.66921,-73.98813,moderate,Entire home/apt,833.0,167.0,28,5.0
1 Bed Room BEST LOCATION EPIC VIEWS,Manhattan,40.75744,-73.99269,moderate,Entire home/apt,162.0,32.0,2,5.0
Sunny Apt in Brooklyn-Close to Manhattan,Brooklyn,40.67858,-73.98537,flexible,Private room,913.0,183.0,17,4.0
Williamsburg Spacious Private Bedroom & Bathroom,Brooklyn,40.70834,-73.9467,strict,Private room,432.0,86.0,2,5.0
Charming Light-Filled Apartment in Boerum Hill,Brooklyn,40.68482,-73.98302,flexible,Entire home/apt,161.0,32.0,19,1.0
Prime Central Park West Pied à Terre,Manhattan,40.78466,-73.97276,moderate,Entire home/apt,758.0,152.0,128,4.0
Beautiful Newly Renovated BK Apt with W&D in Unit,Brooklyn,40.6836,-73.93495,strict,Entire home/apt,108.0,22.0,68,2.0
Hotel Room King Bed Bright and Cozy,Manhattan,40.74756,-73.99113,flexible,Private room,163.0,33.0,12,4.0
Sunny SUMMER Special! LARGE 2BR Eco-Loft,Brooklyn,40.6471,-74.0075,flexible,Entire home/apt,924.0,185.0,74,5.0
Wyndham Midtown 45 (2 Bedroom Presidential) 9A,Manhattan,40.75181,-73.97137,strict,Entire home/apt,156.0,31.0,34,4.0
Big Private Studio Queens NY St. John’s University,Queens,40.72001,-73.79681,flexible,Entire home/apt,852.0,170.0,1,5.0
Spacious Studio  UWS,Manhattan,40.7862,-73.97208,strict,Entire home/apt,421.0,84.0,2,5.0
Spacious King near Times Square and Broadway Shows,Manhattan,40.76026,-73.98747,moderate,Private room,818.0,164.0,4,5.0
1 BDRM avail in sunny apartment in Williamsburg,Brooklyn,40.71293,-73.94283,strict,Private room,537.0,107.0,11,3.0
Urban Oasis in the Heart of Brooklyn,Brooklyn,40.70577,-73.93833,strict,Private room,247.0,49.0,1,4.0
"Lovely*Bright Place in Brooklyn/ Nearby L, G train",Brooklyn,40.72256,-73.94889,strict,Private room,805.0,161.0,2,4.0
Artist Penthouse,Manhattan,40.72839,-73.99133,moderate,Entire home/apt,846.0,169.0,3,4.0
Bright Airy 2 Bedroom Entire House Near LGA,Queens,40.75808,-73.8577,moderate,Entire home/apt,310.0,62.0,11,2.0
Modern Apt with Beautiful Views in Manhattan,Manhattan,40.70912,-74.00671,moderate,Entire home/apt,116.0,23.0,4,4.0
Park Avenue # Central Park # Luxury # 2 Bedroom,Manhattan,40.7649,-73.96795,flexible,Entire home/apt,211.0,42.0,4,5.0
Close to airport highway and public transportation,Queens,40.67552,-73.73516,moderate,Entire home/apt,931.0,186.0,1,4.0
Your passport to the big apple!,Manhattan,40.76525,-73.98058,flexible,Private room,163.0,33.0,2,3.0
Beautiful Room In Our Friendly Brooklyn Home,Brooklyn,40.68772,-73.94094,flexible,Private room,797.0,159.0,5,4.0
"Clean, Sunny & Modern NYC Apartment !",Manhattan,40.76746,-73.95861,flexible,Entire home/apt,641.0,128.0,20,5.0
Privet living room,Brooklyn,40.64376,-73.90833,flexible,Private room,181.0,36.0,3,4.0
Super cute private room +amminities,Brooklyn,40.67045,-73.95716,strict,Entire home/apt,598.0,120.0,36,2.0
Charming 1 Bed Plus Office - Upper East NO SMOKING,Manhattan,40.77418,-73.94803,strict,Entire home/apt,869.0,174.0,6,2.0
Humongous 10 feet ceiling room,Brooklyn,40.68751,-73.91194,moderate,Private room,484.0,97.0,25,5.0
Large room w private bath <10 mins to Main St!,Queens,40.76068,-73.82233,strict,Private room,473.0,95.0,19,5.0
Rear Facing XL Modern Studio Apartment,Manhattan,40.75568,-73.99695,flexible,Entire home/apt,995.0,199.0,4,5.0
Full Cabin One,Manhattan,40.72271,-73.99412,strict,Private room,998.0,200.0,2,3.0
Trendy TriBeCa SoHo Suite,Manhattan,40.7187,-74.00384,moderate,Private room,894.0,179.0,2,3.0
"5min from JFK airport, Train, Casino,  Racetrack",Queens,40.66954,-73.80601,flexible,Entire home/apt,489.0,98.0,48,4.0
Cozy room in Brooklyn,Brooklyn,40.68997,-73.92742,flexible,Private room,906.0,181.0,11,3.0
"Super clean, Great location!!",Brooklyn,40.68313,-73.96165,strict,Entire home/apt,787.0,157.0,54,3.0
